distance_mm,duration_micros,dest,origin,origin_key,origin_x,origin_y,origin_z,origin_r,dest_key,dest_x,dest_y,dest_z,dest_r
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
64,64,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
64,64,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
64,64,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
64,64,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
64,64,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
64,64,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
64,64,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
64,64,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
64,64,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
64,64,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
64,64,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
64,64,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
65,65,"[197, 148, -20, 37]","[202, -130, -20, -61]",right_middle,202,-130,-20,-61,left_middle,197,148,-20,37
